Id,Status
12094,non functional
51420,non functional
8517,functional
47776,functional
5931,non functional
35006,non functional
10714,functional
64615,functional
8318,non functional
38485,non functional
11970,functional
40522,non functional
49754,functional
69525,functional
35961,non functional
13203,functional
23698,non functional
62837,non functional
25052,non functional
29125,non functional
41723,functional
70325,functional
55957,functional
21423,functional
21942,functional
47438,non functional
32864,functional
30837,functional
2717,non functional
44783,functional
15576,functional
29357,non functional
52575,non functional
66777,non functional
7621,functional
23813,non functional
72779,non functional
72253,non functional
39434,non functional
1227,functional
19957,non functional
71071,non functional
2136,functional
55251,functional
7328,functional
58317,non functional
2276,functional
61710,functional
60546,functional
40011,functional
24417,non functional
54464,functional
13537,functional
3170,functional
6809,non functional
23172,non functional
58830,functional
41071,non functional
13178,functional
10057,non functional
52775,non functional
863,functional
39336,functional
64721,non functional
18503,non functional
55055,functional
71657,functional
43019,functional
8352,non functional
48274,functional
67699,non functional
38861,non functional
39031,non functional
45055,functional
24165,non functional
16007,non functional
40057,functional
20708,functional
5478,non functional
38954,functional
48487,non functional
25031,non functional
14752,functional
69789,non functional
73180,functional
21814,functional
51512,functional
10782,functional
51565,functional
55602,functional
18236,non functional
63386,non functional
47876,functional
50579,functional
14489,functional
39211,functional
64493,functional
54756,functional
31150,functional
54689,functional
19642,functional
17347,non functional
14855,functional
51248,non functional
42405,functional
16896,functional
61413,functional
34958,functional
52081,functional
30306,functional
48349,functional
36216,functional
22990,functional
58136,non functional
52371,functional
14397,functional
30718,functional
44239,non functional
52030,non functional
49820,non functional
5959,non functional
30060,functional
24379,functional
64205,non functional
22631,functional
42265,non functional
52622,functional
54520,functional
26368,functional
8180,functional
69395,functional
70148,functional
24780,non functional
70942,non functional
11914,functional
14480,functional
34797,non functional
31263,non functional
20918,functional
38789,non functional
7305,non functional
59159,non functional
57135,functional
28671,functional
72204,functional
38026,non functional
2106,non functional
68429,non functional
4166,functional
61516,non functional
11006,functional
8654,non functional
69556,functional
34549,non functional
10640,functional
70084,non functional
6502,non functional
46097,functional
29350,functional
6562,functional
68056,non functional
24578,non functional
40794,non functional
14229,non functional
30878,non functional
46877,functional
72686,non functional
49309,non functional
32616,non functional
14706,non functional
41324,functional
61312,functional
69291,functional
31694,non functional
856,non functional
16922,functional
39220,non functional
46808,functional
31959,functional
38204,functional
40946,functional
51426,functional
23949,functional
35262,functional
68961,non functional
67225,functional
18732,functional
49974,functional
73911,non functional
52245,functional
36986,functional
52865,non functional
25576,non functional
31910,functional
24814,non functional
20791,functional
57900,non functional
47928,functional
68093,non functional
7950,non functional
49774,non functional
35748,non functional
68493,functional
948,non functional
34820,functional
40598,functional
23481,functional
23605,functional
71871,non functional
57469,functional
30552,functional
71548,functional
19841,non functional
11311,non functional
71334,non functional
72015,functional
10344,functional
31527,non functional
3993,non functional
64649,functional
45166,functional
65258,non functional
63301,functional
65649,functional
25039,functional
13819,functional
58290,functional
1610,functional
23699,functional
32124,functional
25468,non functional
46996,non functional
52253,functional
12447,functional
25006,non functional
25866,non functional
65123,functional
41738,functional
34217,functional
61841,functional
52606,functional
39484,functional
46117,functional
5426,non functional
31347,functional
7188,non functional
35962,functional
41029,functional
41073,functional
20150,functional
22986,non functional
28724,non functional
16214,non functional
53641,functional
63634,non functional
5211,functional
7234,functional
20957,non functional
68736,non functional
25380,functional
7153,non functional
41056,functional
3559,functional
4982,functional
35596,non functional
67211,non functional
61814,functional
6369,functional
2713,non functional
42320,functional
61319,functional
47588,functional
23614,functional
24924,non functional
31163,non functional
23584,functional
55044,non functional
33934,functional
73912,functional
27522,functional
37078,functional
63023,functional
23624,non functional
57778,non functional
23091,functional
7185,functional
22724,functional
37031,non functional
73188,non functional
59937,functional
32517,functional
5011,functional
18167,non functional
53333,functional
62100,non functional
60439,functional
28170,non functional
36724,non functional
33649,functional
61930,functional
48180,functional
67941,functional
33828,non functional
31765,functional
18569,functional
73498,non functional
70410,functional
22729,functional
1986,non functional
6339,functional
1841,non functional
46830,functional
49698,functional
55478,non functional
28992,functional
36546,non functional
52493,non functional
35980,functional
15409,functional
48208,functional
69935,non functional
5502,non functional
54640,non functional
27874,functional
26831,non functional
57350,functional
42858,non functional
69430,functional
52502,functional
21597,functional
19847,non functional
52830,functional
70838,functional
12611,non functional
18996,functional
68532,non functional
14070,non functional
40645,functional
35718,functional
24122,functional
29534,functional
72676,functional
19361,functional
10621,non functional
49591,non functional
23732,functional
54596,non functional
51718,functional
3582,non functional
12480,functional
53229,functional
70382,functional
50922,functional
37313,non functional
58241,functional
73262,functional
32128,non functional
47143,functional
21623,non functional
51888,functional
26344,functional
28768,functional
71277,functional
45497,non functional
28356,functional
54405,functional
33230,functional
54411,non functional
27685,functional
65241,non functional
19432,functional
37927,functional
33343,functional
68164,functional
12654,non functional
73984,non functional
19161,functional
34048,functional
35333,functional
71917,functional
7032,non functional
5292,non functional
46725,non functional
5272,functional
49038,functional
44103,non functional
12906,functional
72631,functional
50548,functional
33256,non functional
14943,functional
65924,functional
48927,non functional
14090,functional
20219,functional
48939,functional
62467,non functional
23184,non functional
36393,non functional
50607,functional
37030,functional
32980,non functional
10197,functional
32524,functional
20550,non functional
65298,non functional
52173,functional
65502,functional
30860,functional
8433,non functional
36485,functional
18851,functional
71061,functional
67606,functional
20240,functional
54793,functional
43396,non functional
62180,functional
63606,functional
15030,non functional
31286,non functional
7671,functional
21897,non functional
26356,functional
46826,functional
28016,functional
46892,functional
28823,functional
53527,non functional
2671,functional
20297,non functional
11210,functional
66385,non functional
41899,functional
38038,non functional
16433,functional
783,non functional
32975,functional
19534,functional
57258,functional
36026,functional
46369,functional
73365,functional
62582,non functional
36179,functional
51748,non functional
67093,non functional
12623,non functional
3104,non functional
67212,functional
20295,functional
73894,functional
36114,non functional
3072,functional
50276,functional
72930,non functional
55294,functional
71064,non functional
65253,functional
33491,non functional
56894,non functional
2569,functional
14597,functional
1972,non functional
38019,functional
50182,functional
63625,functional
57599,functional
56679,non functional
51558,functional
41606,non functional
7003,non functional
4427,non functional
46462,non functional
49718,non functional
40587,non functional
41151,non functional
13016,non functional
62135,functional
42808,non functional
70978,functional
62795,non functional
24654,functional
24298,functional
26365,functional
58535,non functional
41448,non functional
33626,functional
53341,functional
71772,functional
66166,non functional
16829,functional
70893,non functional
9324,non functional
53016,functional
40000,non functional
43681,non functional
17025,non functional
68876,functional
73420,non functional
15846,functional
10960,non functional
57795,non functional
50603,functional
40178,functional
52549,functional
36988,non functional
70407,non functional
4295,non functional
34178,non functional
19548,non functional
37799,functional
20531,functional
15567,non functional
51882,non functional
71624,functional
47165,functional
14916,functional
19912,non functional
9476,non functional
55885,non functional
26065,functional
63978,non functional
36759,non functional
11354,functional
19972,functional
60289,non functional
30457,non functional
20858,functional
479,functional
46023,non functional
65875,non functional
53440,non functional
16140,non functional
15791,non functional
73874,non functional
3061,non functional
14687,functional
59713,non functional
23651,functional
68431,non functional
55754,functional
27388,functional
58822,functional
15469,non functional
14122,functional
56913,non functional
57531,functional
62468,functional
69194,functional
58395,functional
52360,functional
60260,functional
15349,functional
29187,functional
15560,functional
5207,non functional
26815,functional
13651,functional
52511,functional
52503,non functional
35789,functional
30583,functional
64934,non functional
14010,functional
68743,functional
4398,functional
4612,functional
36429,functional
70244,non functional
70006,non functional
41011,non functional
38830,non functional
60448,functional
22048,functional
34208,functional
10654,non functional
5172,functional
8451,non functional
23314,functional
21433,functional
29440,non functional
40410,non functional
27510,functional
72493,functional
58481,functional
60429,functional
16487,functional
12283,non functional
17534,non functional
71816,functional
51131,non functional
34691,functional
57541,non functional
32889,functional
35658,functional
19200,non functional
10639,functional
40713,non functional
41931,non functional
51833,non functional
45718,functional
62934,functional
30808,functional
25216,functional
18035,non functional
23252,functional
18756,functional
60326,non functional
39315,functional
42558,non functional
34019,functional
43050,non functional
23071,functional
39868,functional
14676,functional
20270,functional
32522,functional
70144,non functional
31795,functional
5558,functional
25425,functional
61613,functional
43519,functional
73390,non functional
34785,non functional
19042,functional
6003,functional
10935,functional
55856,functional
22910,functional
62073,functional
34687,non functional
27767,functional
41221,functional
12608,functional
17038,functional
17277,functional
37600,functional
1924,functional
23658,functional
21018,non functional
2846,functional
29147,functional
67901,functional
60967,functional
47181,non functional
73890,non functional
19881,functional
39520,functional
25138,non functional
52489,functional
32212,functional
637,non functional
14379,functional
14694,non functional
47123,functional
30137,non functional
42391,functional
6035,functional
70393,functional
38321,functional
17435,non functional
72390,functional
57970,functional
41267,non functional
27812,non functional
40172,non functional
45153,functional
22227,non functional
59219,non functional
54771,non functional
19199,functional
14569,functional
27198,functional
31591,functional
43307,functional
33417,non functional
70431,functional
43436,non functional
12299,functional
20779,non functional
17716,non functional
11121,non functional
16492,non functional
6231,non functional
31317,functional
38331,functional
32096,functional
46581,non functional
60496,non functional
51623,functional
51432,functional
11192,non functional
59601,non functional
43159,functional
60582,non functional
15180,non functional
2340,non functional
66160,functional
59620,non functional
5906,functional
72374,functional
10435,non functional
1651,functional
23924,non functional
13868,non functional
27400,functional
69763,non functional
1226,functional
6454,functional
46537,functional
67636,functional
30646,non functional
65147,non functional
72207,functional
42795,functional
23966,functional
47230,functional
18887,non functional
8481,non functional
19010,functional
21830,functional
20414,functional
70505,non functional
65750,functional
235,functional
19236,functional
38330,functional
2583,non functional
9025,functional
52477,functional
73999,non functional
48411,non functional
14547,functional
53678,non functional
72120,non functional
42104,functional
54222,functional
46741,non functional
58963,functional
41207,non functional
1053,functional
21480,functional
13920,functional
28714,non functional
13453,non functional
59469,functional
23383,functional
70065,functional
17710,functional
22332,functional
5175,functional
64506,non functional
40894,functional
70991,functional
41598,functional
2926,functional
45371,non functional
58282,non functional
64019,non functional
84,functional
59031,functional
4147,functional
64784,functional
43686,non functional
70327,non functional
55222,non functional
12807,functional
74080,non functional
2484,non functional
63265,functional
64113,functional
11458,non functional
4605,non functional
32040,functional
46210,non functional
469,functional
66882,functional
14782,functional
32378,non functional
43296,non functional
56829,non functional
56037,functional
5998,functional
7805,functional
54740,functional
8128,functional
56732,non functional
5899,non functional
54290,functional
54401,functional
42980,non functional
45259,functional
46457,functional
26082,functional
25915,functional
61072,functional
41574,functional
66240,functional
55665,functional
22039,functional
65812,functional
12296,functional
66198,functional
31279,functional
28928,non functional
6460,non functional
5153,non functional
19756,non functional
10283,non functional
58125,functional
64232,functional
37711,functional
42442,functional
38225,functional
58124,functional
45365,non functional
15157,functional
11539,functional
36687,non functional
19011,non functional
33964,non functional
63102,functional
55596,functional
59099,non functional
37953,functional
34839,functional
30657,functional
12555,functional
13520,functional
66051,functional
14335,non functional
49677,functional
2501,functional
71602,functional
49799,non functional
52271,functional
59571,functional
61904,functional
55327,non functional
35012,functional
20810,non functional
43697,non functional
26040,functional
33980,non functional
26875,non functional
29868,functional
56851,functional
16017,non functional
68405,functional
11767,non functional
569,non functional
2756,functional
2168,non functional
62888,functional
19023,functional
502,functional
3280,non functional
13127,non functional
70524,functional
2030,non functional
779,non functional
43973,functional
52971,non functional
69321,functional
50035,functional
46995,non functional
6345,functional
14109,functional
24726,functional
60632,functional
17392,functional
15095,functional
49678,functional
3651,functional
60591,functional
6513,functional
72775,non functional
4121,functional
35512,functional
6705,functional
73504,non functional
59576,functional
63080,non functional
53525,non functional
36109,non functional
73968,functional
74022,non functional
14169,functional
67251,functional
31617,functional
44,non functional
31309,non functional
51610,functional
25147,functional
41010,non functional
69802,non functional
69864,functional
25939,non functional
34522,non functional
1481,functional
24570,functional
66277,functional
60588,functional
24752,functional
36940,functional
18614,functional
6117,non functional
19962,functional
65800,functional
22419,non functional
39882,non functional
50072,functional
2554,functional
37488,functional
61340,non functional
25178,non functional
30883,functional
28092,functional
34838,functional
8827,non functional
37387,non functional
47759,non functional
38352,non functional
39085,functional
7031,functional
41444,functional
15222,non functional
10732,non functional
32396,functional
55210,non functional
39262,non functional
2727,non functional
71297,functional
20474,functional
50222,functional
67892,functional
40098,functional
448,non functional
22891,non functional
12463,non functional
34263,functional
39620,functional
52570,non functional
24506,non functional
22197,non functional
15807,functional
41400,non functional
53509,non functional
20641,functional
12685,functional
53164,non functional
69389,non functional
61599,functional
27078,non functional
26156,non functional
64421,non functional
15819,functional
47424,non functional
29033,non functional
69408,functional
60428,functional
20878,non functional
27489,functional
62853,functional
10645,functional
51612,functional
44788,non functional
5594,functional
66369,non functional
63513,functional
38788,non functional
35774,functional
10398,non functional
59311,functional
73621,non functional
16570,functional
60049,non functional
23270,non functional
6404,functional
37421,functional
36338,functional
17575,functional
46496,functional
34921,non functional
68620,functional
34696,functional
56495,functional
41818,functional
25619,non functional
58665,non functional
39400,non functional
38748,non functional
14116,functional
46784,functional
71187,functional
70636,functional
67746,functional
10308,functional
70803,functional
65355,non functional
44102,non functional
51712,non functional
72600,functional
22406,functional
11412,functional
9446,functional
60826,functional
6571,functional
47038,non functional
48410,non functional
51253,functional
45938,functional
60444,functional
21143,functional
59613,functional
51329,non functional
9403,non functional
5711,non functional
53497,non functional
16906,functional
18588,non functional
31626,functional
55923,functional
42976,functional
35977,non functional
18562,functional
27725,functional
31849,functional
71207,non functional
58498,functional
68088,non functional
6960,functional
2729,functional
73087,functional
28255,functional
61736,non functional
65860,functional
42607,non functional
12041,functional
19636,functional
23095,functional
8000,functional
45518,functional
70706,non functional
43564,functional
28213,functional
60318,functional
40569,functional
14538,functional
67460,functional
42396,non functional
57143,functional
27862,non functional
60254,functional
14663,non functional
44180,functional
71532,functional
46151,non functional
46510,non functional
57718,non functional
59798,functional
4188,functional
5860,functional
71931,functional
27379,non functional
9916,non functional
43455,functional
21943,non functional
32372,functional
55866,functional
25830,functional
22040,functional
38280,non functional
10339,non functional
50047,non functional
65975,non functional
59927,non functional
19650,non functional
38656,functional
18601,non functional
71982,functional
32213,non functional
30411,functional
43921,non functional
5412,functional
15415,functional
39990,functional
811,functional
23808,functional
55969,functional
70107,functional
72954,non functional
62884,functional
53782,non functional
11065,non functional
36449,functional
18114,functional
44678,functional
21670,functional
56442,non functional
62525,non functional
22951,non functional
32916,functional
51030,non functional
13356,functional
72384,non functional
16962,functional
17225,non functional
19558,non functional
19353,functional
3215,functional
57223,functional
3140,non functional
58308,non functional
10037,functional
46590,non functional
55032,non functional
42998,non functional
25230,functional
38469,functional
33325,non functional
2629,non functional
47626,functional
29716,non functional
6553,functional
41209,functional
12244,functional
42915,functional
19753,non functional
65082,functional
65585,non functional
276,functional
56603,functional
55237,non functional
14125,functional
66522,functional
41761,non functional
64294,non functional
10724,non functional
36501,non functional
73207,functional
34739,non functional
40958,functional
40314,functional
73714,functional
66992,functional
22913,functional
71777,functional
5638,functional
11442,functional
27427,functional
40917,functional
53665,non functional
72656,non functional
8532,functional
39355,functional
17943,functional
53518,non functional
23999,non functional
67146,functional
71046,functional
22518,functional
72860,functional
16074,functional
44881,non functional
12153,functional
35186,non functional
3711,functional
30097,functional
59812,functional
112,functional
31940,functional
32422,functional
31826,functional
22610,functional
43009,non functional
24136,non functional
31368,functional
22538,functional
5781,functional
68235,functional
71419,functional
30684,functional
35005,non functional
57032,non functional
23665,functional
5212,non functional
28052,functional
34750,functional
62681,functional
20849,non functional
18393,non functional
11793,functional
36251,functional
31128,functional
15427,functional
32604,non functional
16469,non functional
52589,non functional
68425,non functional
16342,functional
3938,non functional
32931,functional
55322,functional
9828,functional
58218,non functional
16286,non functional
15323,functional
21137,non functional
49701,non functional
59517,non functional
40050,non functional
65733,functional
64935,non functional
67350,functional
2368,non functional
52774,non functional
37944,functional
57546,non functional
20679,functional
64379,non functional
69638,non functional
29544,functional
31815,functional
13410,functional
16725,functional
68238,non functional
38411,functional
45649,functional
30682,functional
57504,non functional
28299,non functional
8396,non functional
68756,functional
38524,non functional
69705,non functional
61082,non functional
12367,functional
27027,non functional
73395,non functional
30535,functional
46538,functional
26809,functional
24108,functional
45136,functional
17845,functional
22454,functional
71457,non functional
5866,non functional
49593,functional
44910,functional
13972,non functional
44218,functional
5530,functional
22057,functional
73855,non functional
24940,non functional
5322,functional
72777,functional
46225,non functional
32919,non functional
47969,functional
53185,functional
16597,non functional
26496,functional
45001,non functional
14449,non functional
66159,functional
55638,functional
32566,functional
61339,functional
41268,functional
61923,functional
67855,non functional
17350,functional
13162,non functional
26450,non functional
30846,functional
60158,functional
13786,functional
17883,non functional
24179,non functional
29188,non functional
6237,non functional
70573,functional
45995,non functional
42284,functional
62625,functional
18716,functional
34999,functional
29485,functional
73851,functional
23258,functional
6879,non functional
63594,non functional
39787,functional
58950,non functional
55225,functional
49438,non functional
57388,functional
1593,functional
56919,functional
44857,functional
40897,functional
7484,non functional
69144,functional
46906,functional
48943,non functional
44853,functional
30390,non functional
66727,functional
10545,functional
33814,functional
34810,functional
55385,non functional
55474,functional
28394,functional
63972,non functional
45734,non functional
48892,functional
36509,non functional
62659,non functional
52546,non functional
46712,non functional
8077,functional
51985,non functional
25530,functional
24560,functional
38430,non functional
5537,non functional
17690,non functional
20034,functional
64381,non functional
27811,functional
16795,functional
59923,non functional
25261,functional
50997,functional
41854,functional
61875,functional
69318,functional
31642,functional
41244,non functional
53612,functional
63989,functional
54075,functional
32698,non functional
72706,non functional
46885,functional
35586,functional
28750,functional
31703,functional
73224,functional
21570,functional
18468,functional
19789,functional
20109,functional
8708,functional
45756,functional
56406,non functional
17424,functional
8826,functional
52430,functional
40939,non functional
1975,non functional
9863,functional
53667,non functional
23230,non functional
59675,functional
7548,non functional
58211,functional
35241,functional
22447,functional
21689,non functional
36809,functional
33939,non functional
46908,functional
6831,functional
9639,non functional
27345,non functional
23781,functional
55954,non functional
26817,functional
57730,functional
13185,non functional
49903,non functional
55672,functional
14362,functional
2008,non functional
47729,functional
2604,non functional
55111,functional
70400,non functional
46186,functional
65961,non functional
66640,functional
58884,functional
65911,functional
26304,functional
66678,non functional
5070,functional
49905,non functional
61459,functional
12443,non functional
69677,functional
4723,functional
1242,functional
7406,functional
7945,functional
70136,non functional
70297,non functional
25837,functional
1608,non functional
19652,non functional
55307,non functional
29152,functional
61767,functional
61721,non functional
13097,functional
13618,functional
17468,non functional
57454,non functional
73946,non functional
29776,functional
13641,non functional
5499,functional
29354,functional
35466,non functional
55049,functional
68292,non functional
42394,functional
7942,functional
53861,functional
10464,functional
46558,functional
41449,functional
8533,non functional
57568,functional
30170,non functional
41567,functional
744,non functional
46653,functional
64000,functional
46887,functional
23087,non functional
47946,functional
65053,functional
37577,non functional
70743,functional
17376,non functional
9575,functional
21909,functional
46183,functional
6734,non functional
40481,functional
26336,non functional
24703,non functional
64241,functional
45037,non functional
33710,functional
22829,functional
31117,functional
40686,non functional
8894,non functional
6323,non functional
61486,functional
18834,non functional
7492,functional
26858,non functional
50786,functional
64064,functional
55077,functional
14661,non functional
1964,functional
18789,functional
63172,functional
69991,functional
25017,functional
4527,functional
72260,non functional
67823,functional
41534,functional
63832,functional
62413,non functional
25366,non functional
63347,functional
65971,functional
43640,non functional
56993,functional
17797,functional
57955,functional
26359,functional
68818,functional
58817,functional
49376,non functional
41910,functional
41524,functional
16290,functional
18143,functional
62711,non functional
35038,non functional
68886,functional
69437,non functional
56691,non functional
53008,functional
5680,functional
53235,non functional
48571,non functional
39247,functional
325,functional
13075,functional
34384,functional
29389,non functional
69691,functional
38750,non functional
47987,functional
50962,functional
2617,non functional
54856,functional
53216,non functional
54394,functional
18422,non functional
46090,functional
66203,non functional
57615,functional
56202,non functional
69069,non functional
60494,non functional
55828,functional
39886,non functional
49816,non functional
47979,functional
69305,non functional
15879,functional
5580,functional
58876,non functional
34583,functional
48503,functional
22635,functional
70638,functional
56178,non functional
10743,functional
51408,non functional
5191,functional
7889,functional
25183,non functional
54282,non functional
50727,functional
46704,functional
65978,functional
12551,functional
1790,functional
11763,functional
70319,functional
27319,functional
16032,non functional
37703,functional
3406,non functional
53590,functional
47238,functional
3714,functional
64675,functional
49769,functional
22287,non functional
24901,non functional
13324,functional
16807,non functional
22053,functional
26164,non functional
25765,non functional
64069,functional
60387,functional
62949,functional
73918,functional
42892,non functional
50609,non functional
21435,functional
58209,functional
7610,non functional
41688,functional
33370,functional
63289,functional
22993,functional
38683,non functional
14927,non functional
29901,functional
11331,non functional
20543,non functional
33177,functional
27158,non functional
2404,functional
59933,non functional
47429,non functional
16066,functional
20487,functional
48004,non functional
11445,functional
37052,non functional
72976,non functional
33456,functional
58459,functional
29708,non functional
59395,non functional
48081,non functional
55522,non functional
17136,non functional
60955,functional
16744,functional
8855,non functional
33793,functional
20584,functional
22257,functional
7163,functional
30284,functional
27943,functional
43414,functional
37731,functional
18198,non functional
57200,non functional
52412,functional
44009,non functional
65995,non functional
68825,non functional
57209,non functional
824,functional
45432,functional
8591,functional
16067,non functional
14960,non functional
26577,functional
53851,non functional
1870,functional
38921,non functional
30970,functional
49826,non functional
2590,functional
12994,functional
17319,non functional
38772,functional
56848,functional
24008,functional
62069,functional
67069,non functional
197,functional
56225,functional
68945,functional
72660,functional
36901,functional
59312,functional
20568,functional
70964,non functional
54705,functional
10359,non functional
57661,functional
48303,functional
72119,non functional
30434,non functional
44341,non functional
21996,non functional
46292,functional
21036,functional
14238,functional
3068,non functional
56287,functional
50137,functional
23560,functional
31588,functional
22577,functional
3397,functional
776,non functional
28487,functional
9072,non functional
50784,functional
73346,non functional
62610,functional
48848,functional
39432,non functional
72306,non functional
36731,non functional
2422,functional
1124,functional
22528,functional
4187,functional
28963,non functional
831,functional
34506,non functional
44039,non functional
474,functional
31146,functional
70507,functional
3873,functional
72348,non functional
2689,functional
43125,non functional
55840,functional
53862,non functional
16042,functional
10015,non functional
40901,non functional
66020,non functional
36482,functional
10773,functional
67663,functional
34284,functional
45504,non functional
69621,non functional
23941,non functional
7657,functional
48544,non functional
28185,functional
37202,non functional
23815,non functional
4817,functional
41301,functional
21377,functional
64284,non functional
59644,non functional
36771,functional
29193,non functional
11771,non functional
11333,functional
59907,non functional
69478,functional
65853,functional
25615,functional
46458,functional
44226,non functional
69619,functional
13639,functional
64222,non functional
43486,functional
518,non functional
15800,functional
44970,functional
31900,functional
58812,functional
43168,functional
14387,functional
28820,non functional
68844,functional
21602,non functional
16252,functional
29568,functional
73032,non functional
37593,functional
56319,functional
16213,functional
51053,functional
13257,non functional
38635,non functional
59767,functional
58892,non functional
17179,functional
54277,non functional
51082,functional
11428,functional
43282,non functional
66135,non functional
53786,functional
11720,functional
58143,non functional
71099,non functional
33975,functional
21365,functional
61927,functional
58325,non functional
56942,functional
14775,non functional
9779,functional
23136,functional
4669,functional
58750,non functional
42370,functional
21417,functional
40656,functional
10165,functional
49558,functional
9238,non functional
16421,functional
5033,functional
23546,functional
43834,non functional
63763,non functional
15895,non functional
6534,functional
12131,non functional
55851,functional
48912,functional
12658,functional
51816,functional
29331,functional
54008,functional
6884,functional
46314,functional
22110,non functional
50850,functional
16695,functional
9033,functional
62924,functional
49749,non functional
50111,functional
6429,non functional
9173,non functional
31828,functional
54441,functional
73719,non functional
52662,functional
12271,functional
58422,non functional
16535,functional
23717,non functional
4679,non functional
20954,functional
46282,functional
63392,functional
73105,functional
29280,non functional
11542,non functional
5525,functional
48248,non functional
25787,functional
66987,functional
39974,non functional
64572,functional
66981,non functional
53434,functional
988,non functional
48800,non functional
40814,functional
30019,functional
18812,non functional
55232,functional
70052,non functional
54773,functional
55499,functional
53132,functional
17816,functional
61189,functional
23223,non functional
61044,functional
6825,non functional
56595,non functional
25705,non functional
28648,non functional
69226,functional
24074,non functional
3363,functional
20838,non functional
15980,functional
5128,functional
72713,functional
17351,non functional
30927,non functional
27443,functional
16472,non functional
1590,non functional
65863,functional
7626,functional
46668,non functional
7050,functional
6784,functional
10757,functional
8706,functional
60909,non functional
9711,functional
31693,functional
44475,functional
55040,non functional
842,non functional
35997,non functional
26363,functional
72816,functional
5554,non functional
42064,non functional
29149,functional
53027,functional
52234,functional
37226,functional
1192,non functional
57819,non functional
39866,functional
7784,functional
34413,functional
6567,non functional
44762,non functional
12344,functional
48022,non functional
26911,functional
19621,functional
8095,non functional
45,functional
62787,functional
52308,functional
35432,functional
61169,functional
36682,non functional
3348,functional
25373,functional
34625,non functional
45507,functional
16295,functional
57172,functional
59454,functional
71640,non functional
31811,functional
29622,functional
58344,functional
33419,non functional
65275,non functional
56783,functional
73530,non functional
25801,functional
50739,non functional
73616,functional
2829,non functional
8726,non functional
58836,functional
38583,non functional
9915,functional
7069,functional
41947,non functional
64954,functional
73502,non functional
49821,functional
50654,non functional
70530,functional
47313,functional
12656,non functional
64185,functional
71852,functional
24467,functional
53213,non functional
53607,functional
19878,functional
17214,functional
30274,functional
62263,functional
45431,non functional
33495,functional
37128,functional
19232,functional
46727,non functional
69417,functional
3972,non functional
56507,non functional
56439,functional
73845,functional
29834,functional
12787,functional
3734,non functional
8581,functional
29165,functional
46526,functional
46298,functional
62313,non functional
67031,functional
12579,non functional
56527,functional
5370,functional
33520,non functional
14323,functional
34148,non functional
59536,functional
52932,functional
55081,non functional
9489,functional
68753,functional
44744,functional
42034,functional
27437,non functional
71681,non functional
42953,non functional
41409,functional
4702,functional
33008,non functional
28214,functional
70824,functional
25046,non functional
31310,functional
23770,non functional
50100,functional
25267,non functional
22339,functional
63979,functional
30369,functional
58339,functional
48154,functional
24188,functional
38584,functional
18516,non functional
39530,non functional
71775,non functional
7412,non functional
57676,non functional
62009,functional
36142,non functional
18117,non functional
26583,non functional
40577,functional
20798,non functional
68139,functional
4824,functional
33973,functional
71618,functional
47279,non functional
54166,non functional
35184,functional
28807,functional
73889,functional
40716,non functional
68899,functional
55201,functional
18436,non functional
11550,non functional
43026,non functional
43142,non functional
38774,non functional
65552,non functional
24818,non functional
31655,non functional
54147,functional
17974,functional
47471,functional
66998,non functional
42674,non functional
59871,functional
10575,functional
43248,non functional
36650,functional
47396,non functional
3826,functional
31483,non functional
47476,non functional
54714,functional
31098,functional
16169,non functional
22968,functional
24335,non functional
72672,functional
37404,non functional
11233,functional
63317,functional
3169,functional
823,functional
49096,non functional
15460,functional
37921,functional
14736,non functional
39799,functional
37185,non functional
44045,functional
7128,non functional
28043,functional
55955,functional
39071,non functional
61692,functional
56217,non functional
65443,functional
8989,functional
4399,functional
6545,non functional
11067,non functional
63307,functional
49380,functional
1659,non functional
3698,non functional
26237,functional
38084,non functional
64727,functional
34386,functional
22327,functional
25745,non functional
41640,non functional
68394,non functional
45881,non functional
56630,functional
30727,non functional
26609,non functional
41544,non functional
24348,non functional
41545,non functional
32569,functional
45460,non functional
72597,functional
68666,non functional
61355,functional
5996,functional
27167,non functional
38539,functional
22487,non functional
64620,functional
19895,non functional
16003,functional
2748,functional
40071,non functional
47369,non functional
27925,non functional
15671,non functional
72963,non functional
62483,functional
47272,non functional
22266,functional
8223,non functional
6716,functional
46873,functional
31740,functional
67029,functional
1145,non functional
35475,non functional
9860,non functional
61560,functional
39149,non functional
37648,functional
16694,non functional
39631,non functional
52216,functional
49899,non functional
56747,non functional
56969,non functional
13845,functional
57871,non functional
46788,functional
6842,non functional
68496,non functional
43331,functional
51063,functional
19477,non functional
55115,functional
13673,functional
6612,functional
47449,non functional
47633,non functional
11069,non functional
58234,non functional
9824,non functional
45808,functional
51214,functional
51444,non functional
2683,functional
56379,non functional
17249,non functional
30836,non functional
54624,functional
56043,non functional
5333,functional
56957,non functional
49934,non functional
4492,non functional
26402,functional
68685,functional
4873,functional
43707,functional
10384,functional
25348,non functional
46520,functional
9230,functional
36484,non functional
37091,functional
47517,functional
28825,functional
15946,functional
72548,non functional
11703,functional
41005,functional
67438,functional
2240,functional
44042,functional
53575,non functional
44480,non functional
40189,functional
51203,functional
14784,non functional
37995,functional
37115,non functional
64719,functional
8722,functional
54323,non functional
21009,non functional
18640,non functional
68611,functional
2901,functional
9265,functional
71074,functional
72558,functional
38615,functional
4382,functional
55358,functional
